Country Name;Country Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
East Asia & Pacific (all income levels);EAS;17202909016;17972421176;17228292421;19307767947;21735842857;23663362442;25850668832;29082541921;32098964670;36202675051;43165414396;46489482374;54034600120;83822739930;1.32294E+11;1.27378E+11;1.42509E+11;1.60097E+11;1.91229E+11;2.53762E+11;3.25395E+11;3.50156E+11;3.34494E+11;3.30676E+11;3.61767E+11;3.60427E+11;3.67001E+11;4.48008E+11;5.74177E+11;6.53713E+11;7.22094E+11;7.93065E+11;8.58259E+11;9.43238E+11;1.10018E+12;1.34289E+12;1.40883E+12;1.42585E+12;1.17944E+12;1.29011E+12;1.5963E+12;1.47889E+12;1.57188E+12;1.86903E+12;2.34454E+12;2.6919E+12;3.09246E+12;3.52013E+12;4.16536E+12;3.3476E+12;4.39672E+12;5.38177E+12;
East Asia & Pacific (developing only);EAP;6232596764;5854545063;5017004789;5177467819;5926701482;6702558624;7026972619;7301785861;7522614798;7787361147;8638921094;9020386268;10803291264;16352780916;24804473063;26532169573;26801164174;30497883229;38579298331;49635499281;64956168313;71992494432;72006505037;75985516934;79357069017;86925798137;87168982214;97664927077;1.23961E+11;1.44919E+11;1.60543E+11;1.86412E+11;2.13007E+11;2.53147E+11;2.97335E+11;3.66062E+11;3.86599E+11;3.95363E+11;3.28853E+11;3.68025E+11;4.75589E+11;4.79196E+11;5.49804E+11;6.93854E+11;9.07937E+11;1.07024E+12;1.24964E+12;1.4785E+12;1.76472E+12;1.49667E+12;2.04965E+12;2.54672E+12;
Ecuador;ECU;114340000;106700000;97010000;128480000;151140000;165470000;174130000;214210000;255460000;241840000;273850000;340100000;318600000;397280000;678200000;987020000;958330000;1188500000;1505100000;1599700000;2253000000;2246000000;2169000000;1487000000;1616000000;1767000000;1810000000;2252000000;1714000000;1855000000;1861000000;2399000000;2431000000;2561000000;3622000000;4152000000;4283710000;4954000000;5576000000;3017000000;3721000000;5363000000;6431000000;6702740000;8226260000;10286900000;12113600000;13893461000;18851931000;15089890000;20590851000;24286062640;
Egypt, Arab Rep.;EGY;667639000;700088000;743047000;916320000;953120000;933570000;1070650000;792120000;666080000;637790000;786600000;919770000;898840000;915192000;2351370000;3933770000;3807270000;4815440000;6726750000;3837140000;4860000000;8839000000;9078000000;10275000000;10766000000;11104000000;11502000000;16225000000;23298000000;15112000000;12412000000;8052000000;8325000000;8214000000;10219000000;11760000000;13038000000;13211000000;16166000000;16022000000;14578358928;13375954769;12769844225;12950000000;15950000000;22449030000;27300000000;37100000000;48381500000;44945700000;52922828000;58902800000;
El Salvador;SLV;123040000;108720000;124760000;151760000;191160000;200560000;220800000;223920000;214040000;208480000;214360000;249440000;272438000;377240000;562480000;614040000;734680000;929080000;1028000000;1037040000;966000000;986000000;857000000;892000000;977000000;961000000;935000000;994000000;1007000000;1161000000;1263000000;1406000000;1855000000;2145000000;2547000000;3329000000;3223000000;3739000000;3962000000;4095000000;4947000000;5027000000;5184000000;5754000000;6328930000;6690000000;7663000000;8820600000;9817600000;7325400000;8498100000;10118100000;
Equatorial Guinea;GNQ;16000000;19000000;24000000;18000000;23000000;26000000;28000000;32000000;32000000;33000000;23760000;27860000;26590000;26670000;15220000;19580000;4280000;9530000;9290000;19110000;26000000;27000000;31000000;19000000;18000000;20000000;52000000;58000000;61000000;51000000;61000000;117000000;92000000;59000000;37000000;121000000;292000000;358000000;317000000;425000000;451000000;813000000;507000000;908000000;1092000000;1310000000;2020000000;2370000000;3910000000;5200000000;5700000000;6000000000;
Eritrea;ERI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351000000;349000000;489000000;454000000;553000000;525000000;508000000;510000000;471000000;423000000;537932000;432839000;480000000;490000000;495000000;510000000;600000000;590000000;690000000;900000000;
Estonia;EST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1654000000;2546000000;3224000000;4437000000;4787000000;4109000000;5052000000;5230000000;5863000000;7967000000;8335936086;10238455773;13449257876;15677348233;16026425120;10140196000;12263387850;17579428800;
Ethiopia;ETH;88268300;94829100;103563000;111130000;123040000;150280000;161720000;143080000;173000000;155320000;171640000;188232000;189391000;214144000;283092000;312995000;352415000;351594000;455411000;567440000;716000000;739000000;786000000;875000000;942000000;993000000;1102000000;1066000000;1129000000;943000000;1081000000;472000000;839000000;787000000;1033000000;1145000000;1401000000;1113000000;1516600000;1537750000;1260421000;1810938000;1593514000;2685936000;2873783000;4094775000;5207320000;5808650000;8276578000;7667963000;8601769000;8896288000;
Euro area;EMU;36400958247;39916956435;44156162195;49863572385;55810731468;61944508016;67665760279;69133331244;76747517943;92967829600;1.09462E+11;1.22595E+11;1.47698E+11;2.05808E+11;2.81971E+11;2.90923E+11;3.36069E+11;3.77674E+11;4.41512E+11;5.77405E+11;6.92475E+11;6.17844E+11;5.85908E+11;5.55198E+11;5.5977E+11;5.79562E+11;6.874E+11;8.46238E+11;9.41604E+11;1.02709E+12;1.27344E+12;1.31166E+12;1.37557E+12;1.19094E+12;1.35111E+12;1.64728E+12;1.68081E+12;1.6484E+12;1.7588E+12;1.78066E+12;1.90462E+12;1.87116E+12;1.93864E+12;2.3654E+12;2.83162E+12;3.10469E+12;3.5187E+12;4.129E+12;4.6538E+12;3.52977E+12;3.96202E+12;4.59967E+12;
Europe & Central Asia (all income levels);ECS;65889060641;70517912276;76827533473;85233771310;95685908881;1.03814E+11;1.12158E+11;1.16608E+11;1.27363E+11;1.48679E+11;1.73552E+11;1.92826E+11;2.2972E+11;3.19717E+11;4.4009E+11;4.5692E+11;5.15863E+11;5.78259E+11;6.69961E+11;8.65408E+11;1.03021E+12;9.19799E+11;8.70088E+11;8.35098E+11;8.48057E+11;8.83286E+11;1.04422E+12;1.27071E+12;1.42314E+12;1.5265E+12;1.83843E+12;1.85944E+12;1.94269E+12;1.73031E+12;1.9568E+12;2.37959E+12;2.47589E+12;2.48118E+12;2.60666E+12;2.59677E+12;2.79166E+12;2.7569E+12;2.89969E+12;3.50416E+12;4.23935E+12;4.70024E+12;5.42372E+12;6.39315E+12;7.26539E+12;5.41881E+12;6.19384E+12;7.28339E+12;
Europe & Central Asia (developing only);ECA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.24621E+11;1.65154E+11;1.92674E+11;2.0563E+11;1.84567E+11;1.50945E+11;1.8253E+11;1.87047E+11;2.14342E+11;2.78534E+11;3.72443E+11;4.54941E+11;5.72811E+11;7.55235E+11;9.54188E+11;6.38073E+11;7.87036E+11;1.01681E+12;
European Union;EUU;58656559460;62442813381;67992700517;75540344699;85119905681;92518443611;99875732876;1.03624E+11;1.13513E+11;1.3285E+11;1.5445E+11;1.71355E+11;2.04566E+11;2.84712E+11;3.92822E+11;4.07813E+11;4.6081E+11;5.14621E+11;5.9882E+11;7.77075E+11;9.21096E+11;8.21572E+11;7.7646E+11;7.44165E+11;7.54181E+11;7.843E+11;9.22619E+11;1.12312E+12;1.26237E+12;1.3579E+12;1.63404E+12;1.6605E+12;1.73901E+12;1.53602E+12;1.74701E+12;2.11625E+12;2.1867E+12;2.18169E+12;2.32218E+12;2.34594E+12;2.51264E+12;2.47628E+12;2.59126E+12;3.12347E+12;3.75767E+12;4.13327E+12;4.73696E+12;5.52266E+12;6.19301E+12;4.65384E+12;5.27275E+12;6.12607E+12;
Faeroe Islands;FRO;;;;;;;;;;;;;;;;;;;;;223000000;214000000;192000000;238000000;262000000;248000000;336000000;513000000;478000000;346000000;338000000;303000000;334000000;219000000;242000000;315000000;370000000;358000000;387000000;470000000;533000000;500000000;494000000;738000000;628000000;743000000;790000000;1015837000;988076000;783440000;779110000;980000000;
Fiji;FJI;41381900;43463000;43854000;50967500;69684600;73354900;63744100;71247900;78533900;89006600;103946000;129360000;159438000;222211000;272631000;268206000;264007000;306684000;355164000;469792000;562000000;631000000;509000000;484000000;450000000;442000000;435000000;379000000;462000000;581000000;754000000;652000000;630000000;720000000;842000000;892000000;987000000;965000000;722000000;903000000;830000000;886000000;901000000;1205000000;1446000000;1607000000;1804234000;1800470000;2263880000;1437019000;1820667000;2300000000;
Finland;FIN;1064060000;1153750000;1227810000;1208120000;1505000000;1645620000;1726250000;1676490000;1592150000;2025490000;2637640000;2807110000;3165160000;4341240000;6813110000;7628430000;7391790000;7607630000;7866290000;11398100000;15635000000;14192000000;13401000000;12826000000;12433000000;13232000000;15339000000;19634000000;21130000000;24436000000;27001000000;21809000000;21208000000;18034000000;23275000000;29470000000;31422000000;31611000000;32960465000;32114131544;34442906098;32638886557;34218003325;42513235257;51442880347;58765772903;69375215547;81703782014;91781302840;60889715040;68803167150;83696366400;
France;FRA;6282280000;6682520000;7378480000;8744270000;10101000000;10384100000;11859100000;12443200000;14018500000;17370500000;19131100000;21336200000;26999300000;37737500000;52918100000;53946700000;64081700000;70636700000;81788300000;1.07009E+11;1.34866E+11;1.20953E+11;1.15714E+11;1.05907E+11;1.04362E+11;1.08251E+11;1.29401E+11;1.58476E+11;1.78857E+11;1.92986E+11;2.34436E+11;2.31784E+11;2.39638E+11;2.17351E+11;2.46001E+11;2.89391E+11;2.9456E+11;2.85027E+11;3.07771E+11;3.15748E+11;3.3894E+11;3.28608E+11;3.29262E+11;3.9884E+11;4.70945E+11;5.04124E+11;5.41919E+11;6.30861E+11;7.16795E+11;5.60873E+11;6.0965E+11;7.14734E+11;
French Polynesia;PYF;;;;;;;;;;;;;;;;;;;;;547000000;556000000;520000000;534000000;534000000;549000000;738000000;829000000;808000000;790000000;930000000;913000000;892000000;842000000;870000000;1005000000;1020000000;935000000;1018000000;926000000;971000000;1057000000;1292000000;1585000000;1499944000;1723198000;1655614000;1863164000;2168696000;1717056000;1725757000;1796466352;
Gabon;GAB;31719300;35851300;40793500;48109600;55672800;62486600;66371500;67440900;64540400;77439700;80051300;91607000;138878000;189731000;331884000;469216000;503188000;716380000;616753000;531718000;674000000;841000000;867000000;685000000;724000000;855000000;866000000;732000000;791000000;767000000;918000000;834000000;700000000;845000000;756000000;882000000;957000000;1104000000;1103000000;841000000;950467431.5;1002279551;1135055410;1205832760;1347359853;1471028000;1724853000;2157000000;2563071000;2500862000;2982509000;3800000000;
Gambia, The;GMB;9021620;12801600;12549600;11849600;12152600;16234400;18200000;18904800;21072000;19516800;17966400;21332600;24766500;31130000;46514100;59660700;74138400;77600900;100415000;141189000;165000000;126000000;103000000;115000000;100000000;93000000;104000000;127000000;138000000;161000000;188000000;202000000;218000000;260000000;212000000;182000000;258000000;278000000;228000000;192000000;187000000;134000000;160611380;156474000;228867000;259579000;259288000;320944000;322211000;303941000;283083336.7;300000000;
Georgia;GEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340000000;392000000;687000000;944000000;887000000;585000000;709000000;753000000;796000000;1141000000;1845550000;2490000000;3677744687;5215200000;6301500000;4500200000;5248540855;7057759738;
Germany;DEU;10172100000;11011300000;12375000000;13069500000;14709700000;17612000000;18167200000;17545500000;20295000000;24875700000;29947300000;34293200000;40378400000;54890700000;69661300000;74930500000;88421000000;1.01458E+11;1.21754E+11;1.59646E+11;1.88002E+11;1.63941E+11;1.55323E+11;1.52877E+11;1.53022E+11;1.58488E+11;1.90872E+11;2.28441E+11;2.50467E+11;2.69702E+11;3.55686E+11;3.89908E+11;4.08619E+11;3.42611E+11;3.81388E+11;4.63872E+11;4.59098E+11;4.45731E+11;4.71474E+11;4.74047E+11;4.97197E+11;4.86119E+11;4.90283E+11;6.04612E+11;7.15742E+11;7.77073E+11;9.06684E+11;1.05498E+12;1.18507E+12;9.26347E+11;1.05481E+12;1.25395E+12;
Ghana;GHA;362878000;399978000;333478000;364838000;340058000;448137000;351678000;307195000;307719000;347311000;410619000;430207000;290757000;451992000;820609000;790696000;862348000;1037650000;1005860000;852436000;1129000000;1106000000;705000000;1248000000;608000000;866000000;1046000000;1156000000;905000000;1273000000;1205000000;1055000000;2169000000;2575000000;2108000000;1906000000;2108000000;2326000000;2563000000;3480000000;2973000000;3154000000;2720114000;3210160000;4073942000;5347310000;6753680000;8061320000;10268512000;8046260000;10922110000;15000000000;
Greece;GRC;702000000;714067000;701233000;804300000;885067000;1133730000;1222870000;1186300000;1393170000;1594170000;1958330000;2098100000;2347990000;3476630000;4385170000;5356920000;6058690000;6853490000;7828970000;9613760000;10548000000;8810000000;10026000000;9500000000;9435000000;10134000000;11350000000;13168000000;12323000000;16151000000;19777000000;21580000000;23220000000;22013000000;21507000000;25898000000;28238000000;26919000000;30292714000;30529013609;33479874575;32010591926;31570291383;44852023440;52759617102;54435989983;63618863949;78531985369;92579800160;69448486800;63887206410;58629926400;
Greenland;GRL;;;;;;;;;;;;;;;;;;;;;328000000;294000000;278000000;265000000;274000000;296000000;360000000;507000000;519000000;399000000;445000000;408000000;456000000;346000000;363000000;434000000;469000000;397000000;409000000;409000000;365000000;324000000;387000000;460000000;546000000;592500000;659935824.4;756919816.4;894771552.9;736177692.2;801733924.5;850000000;
Grenada;GRD;8651980;9381730;8936060;8763980;10309200;11128200;12672300;13631100;13211000;17113000;22316000;23324700;22271300;21688800;18191300;24128000;25310300;32327800;35723000;43695900;50000000;54000000;56000000;57000000;56000000;69000000;84000000;89000000;92000000;99000000;105000000;121000000;107000000;118000000;119000000;124000000;152000000;173000000;200000000;202000000;239000000;212000000;199000000;254420000;233450000;328144444.4;298908000;365125000;363304000;281828000;316722000;320000000;
Guam;GUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;121250000;120720000;118910000;171110000;202120000;229320000;206860000;247290000;249440000;250230000;284320000;296550000;323980000;431010000;700460000;732680000;838850000;1052510000;1285650000;1503940000;1598000000;1688000000;1388000000;1126000000;1279000000;1175000000;959000000;1447000000;1557000000;1654000000;1649000000;1851000000;2531000000;2599000000;2781000000;3292000000;3146000000;3851000000;4651000000;4382000000;4791000000;5607000000;7658800000;8126900000;9474500000;10498700000;11914500000;13575800000;14546500000;11531300000;13838300000;16609900000;
Guinea;GIN;50000000;73000000;66000000;46000000;49000000;53000000;70000000;53000000;50000000;65000000;78000000;80000000;107000000;185000000;160000000;216000000;283000000;247000000;272000000;;360000000;351000000;296000000;267000000;438000000;448000000;451000000;468000000;605000000;589000000;723000000;735000000;740000000;730000000;706000000;818508000;647662000;619702000;536579000;555925000;612000000;601000000;667000000;640000000;780000000;820000000;956040000;1217610000;1366070000;1060090000;1404920000;2000000000;
Guinea-Bissau;GNB;11193000;10160000;11916500;14163500;15015700;14584300;15078300;16413900;17624300;23384300;27339100;31057400;32040300;43911600;43108200;37759500;36597200;36713900;49271000;60709900;55000000;50000000;50000000;55000000;48000000;60000000;60000000;70000000;66000000;69000000;86000000;76000000;96000000;61000000;164000000;133000000;87000000;89000000;63000000;51000000;59000000;62000000;59000000;65000000;83000000;105788000;127000000;167902000;198747000;230000000;220000000;300000000;
Guyana;GUY;86099800;85749800;73663100;69130700;87371400;104317000;117839000;129556000;109655000;117915000;134120000;134525000;142743000;177026000;255003000;343928000;363686000;313843000;278863000;317569000;365000000;438000000;283000000;231000000;213000000;226000000;241000000;265000000;216000000;258000000;311000000;307000000;442000000;484000000;506000000;527000000;597000000;630000000;540000000;480000000;573000000;584000000;563000000;576105000;651296000;788285000;889427000;1059420000;1312230000;1160670000;1397100000;1820000000;
Haiti;HTI;40398000;32874000;37170000;38874000;41442000;33612000;37624000;36394000;37576000;38810000;55000000;60430000;68903700;83175900;125230000;148938000;206694000;212650000;233234000;272070000;375000000;461000000;387000000;441000000;450000000;442000000;360000000;399000000;344000000;291000000;332000000;400000000;278000000;355000000;251000000;653000000;665000000;648000000;797000000;1025000000;1036000000;1013000000;1130000000;1187810000;1306000000;1453740000;1619030000;1681510000;2315480000;2123850000;3146100000;2900000000;
Heavily indebted poor countries (HIPC);HPC;2942063918;3176106552;3112579907;3276698792;3546094173;3921290214;4121232408;4274095089;4525663448;4764079297;5380211777;5934094765;6128939607;7754329614;10810746266;12447206552;12332796474;14594262458;17443546169;18919539295;25236713097;24274079796;21843507274;20727750968;19149563182;20133633703;21746529370;23195073011;22960284401;23419653420;24467115028;22938291443;24825245670;25090514256;25004431976;29323370848;32632229047;32531575235;35024200738;36587482317;36247499007;39446629863;41907985734;48520588940;59613210656;73708322994;85083315004;1.03081E+11;1.30733E+11;1.13558E+11;1.32988E+11;1.5845E+11;
High income;HIC;96323758571;1.01377E+11;1.09237E+11;1.20021E+11;1.34505E+11;1.4775E+11;1.63229E+11;1.71903E+11;1.93272E+11;2.22867E+11;2.56815E+11;2.86495E+11;3.41081E+11;4.71747E+11;6.761E+11;6.84185E+11;7.92261E+11;9.04461E+11;1.05003E+12;1.33986E+12;1.60353E+12;1.54713E+12;1.46279E+12;1.43681E+12;1.55773E+12;1.57616E+12;1.76294E+12;2.09893E+12;2.40491E+12;2.60418E+12;2.99137E+12;3.06632E+12;3.2443E+12;3.13892E+12;3.57375E+12;4.24012E+12;4.42379E+12;4.53361E+12;4.54792E+12;4.769E+12;5.36988E+12;5.11464E+12;5.28363E+12;6.12416E+12;7.32831E+12;8.1836E+12;9.27804E+12;1.04832E+13;1.17956E+13;8.96966E+12;1.05469E+13;1.23197E+13;
High income: nonOECD;NOC;4341020999;4496326155;4722968783;5110238010;5315230544;5961716526;6574794493;7104942909;7743505542;9457202404;10904055516;13015172528;15500130809;22816511346;36363225688;39432799236;52406473766;67486236203;81831265864;1.03008E+11;1.35376E+11;1.49094E+11;1.53985E+11;1.48616E+11;1.48747E+11;1.3213E+11;1.34392E+11;1.6989E+11;2.21005E+11;2.40414E+11;2.66047E+11;3.09893E+11;3.6103E+11;3.90357E+11;4.38293E+11;5.22115E+11;5.43082E+11;5.74452E+11;5.07549E+11;5.10628E+11;6.06164E+11;5.48861E+11;5.71997E+11;6.61344E+11;8.18376E+11;9.25383E+11;1.06438E+12;1.22087E+12;1.41809E+12;1.15586E+12;1.37086E+12;1.59976E+12;
High income: OECD;OEC;91923685721;96817583691;1.04445E+11;1.14833E+11;1.29097E+11;1.41688E+11;1.56543E+11;1.64684E+11;1.85397E+11;2.13265E+11;2.45744E+11;2.73305E+11;3.25374E+11;4.48663E+11;6.39406E+11;6.44455E+11;7.39606E+11;8.36801E+11;9.68042E+11;1.23664E+12;1.46807E+12;1.39803E+12;1.30884E+12;1.28822E+12;1.40897E+12;1.44394E+12;1.6284E+12;1.92888E+12;2.18379E+12;2.36364E+12;2.72516E+12;2.75635E+12;2.88326E+12;2.74849E+12;3.13539E+12;3.71791E+12;3.88062E+12;3.95905E+12;4.04032E+12;4.25834E+12;4.76373E+12;4.56574E+12;4.7116E+12;5.46278E+12;6.50994E+12;7.25825E+12;8.21372E+12;9.26243E+12;1.03777E+13;7.81409E+12;9.17816E+12;1.07222E+13;
Honduras;HND;71800000;72050000;79800000;95200000;101650000;121950000;149050000;164505000;185800000;184315000;220670000;193705000;193274000;262280000;382235000;400075000;455895000;574740000;693005000;825850000;1009000000;949000000;701000000;803000000;893000000;888000000;875000000;827000000;940000000;969000000;937698199;985455597;1119814620;1404203533;1635289833;1879408460;2144901434;2631251047;3232513020;3530030889;3987803700;4151936362;4381595711;4774120729;5827191436;6544594000;7303265000;8887711000;10453106000;7299278000;8549547000;10140000000;
Hong Kong SAR, China;HKG;1026200000;1045100000;1165150000;1297100000;1496070000;1568870000;1766970000;1818280000;2057720000;2457510000;2905160000;3390920000;3856210000;5655310000;6778400000;6766030000;8837550000;10446100000;13393700000;17127100000;22994000000;26136000000;24867000000;24409000000;30444000000;31195000000;35942000000;50691000000;70325000000;77662000000;84725000000;1.03883E+11;1.2734E+11;1.41308E+11;1.65878E+11;1.96072E+11;2.01284E+11;2.13297E+11;1.86759E+11;1.80711E+11;2.14042E+11;2.02008E+11;2.07969E+11;2.33249E+11;2.72893E+11;3.0016E+11;3.35754E+11;3.70132E+11;3.92962E+11;3.52241E+11;4.41369E+11;5.11293E+11;
Hungary;HUN;976000000;1026000000;1149000000;1306000000;1495000000;1521000000;1566000000;1776000000;1803000000;1928000000;2506000000;2990000000;3154000000;3919000000;5576000000;7176000000;5529000000;6522000000;7990210000;8681770000;9190000000;9160000000;8870000000;8555000000;8130000000;8185000000;9595000000;9860000000;9370000000;8865000000;10340000000;11370000000;11080000000;12530000000;14555000000;15465000000;18145000000;21235000000;25705000000;28015204630;32171543223;33616640751;37754897736;47808227732;60538321310;66552197923;78262347083;95565262346;1.0894E+11;77760657920;88177874940;1.02195E+11;
Iceland;ISL;97045000;80759800;89302300;109767000;131163000;137209000;159302000;162435000;133769000;123409000;157273000;209659000;231041000;358843000;518386000;483874000;467334000;605417000;675303000;815442000;999000000;1024000000;944000000;818000000;841000000;905000000;1119000000;1590000000;1597000000;1401000000;1680000000;1760000000;1684000000;1349000000;1472000000;1758000000;2042000000;2018000000;2482000000;2516000000;2589000000;2269000000;2275000000;2827000000;3642906000;4979000000;6136836000;6738042000;6204940000;3603851000;3919511000;4832860680;
India;IND;2303280000;2285640000;2362080000;2477160000;2875530000;2838360000;3439830000;2772800000;2569730000;2211870000;2124400000;2423700000;2223240000;3210950000;5135880000;6380660000;5664950000;6646630000;7864860000;9827440000;14864000000;15418000000;14786000000;14061000000;15323000000;15928000000;15421000000;16675000000;19149000000;20535000000;23580000000;20448000000;23579000000;22788000000;26843000000;34707000000;37942000000;41432000000;42980000000;46979000000;51523000000;50392000000;56517000000;72557700000;99775400000;1.4287E+11;1.7841E+11;2.2937E+11;3.21032E+11;2.57201E+11;3.50234E+11;4.50957E+11;
Indonesia;IDN;574100000;794000000;647100000;521400000;679900000;694600000;526600000;649200000;715800000;780700000;1001500000;1102800000;1561700000;2729100000;3841900000;4769800000;5673100000;6230300000;6690400000;7202300000;10834000000;13272000000;16859000000;16352000000;13882000000;10262000000;10718000000;12891000000;13249000000;16444000000;21837000000;25869000000;27280000000;28328000000;31983000000;40630000000;42929000000;51304000000;35280000000;33321000000;43595000000;37534000000;38340000000;42196000000;54876590000;75724931000;80649687000;93100595000;1.27538E+11;93785930000;1.35323E+11;1.76355E+11;
Iran, Islamic Rep.;IRN;650000000;604620000;530693000;524092000;673267000;859406000;930693000;1119470000;1383500000;1527390000;1662050000;1873270000;2409240000;3392570000;5432900000;10343100000;12894000000;14070300000;13549500000;9738210000;12246000000;14693000000;11955000000;18320000000;15370000000;11635000000;10521000000;9570000000;9454000000;14794000000;20322000000;27927000000;25860000000;21427000000;13774000000;13882000000;16274000000;14196000000;14323000000;13324000000;13898000000;16709000000;20617000000;24798000000;31976000000;40041000000;40772000000;44942000000;57401000000;50768000000;65021000000;68000000000;
Iraq;IRQ;390000000;408000000;363000000;319000000;413000000;456000000;494000000;424000000;404000000;440000000;508000000;701000000;705000000;894000000;2371000000;4214000000;3470000000;3899000000;4213000000;7230000000;13942000000;20735000000;21534000000;12166000000;11078000000;10556000000;10190000000;7415000000;10268000000;11600000000;7660000000;540000000;870000000;700000000;620000000;665000000;950000000;4000000000;4400000000;6900000000;13384000000;13120000000;9817000000;9934000000;21302000000;23532000000;20892000000;21516000000;33000000000;37000000000;43915300000;54000000000;
Ireland;IRL;633920000;731920000;766360000;857920000;973840000;1041040000;1043280000;1085870000;1174800000;1415520000;1621440000;1836660000;2101940000;2789350000;3813630000;3778410000;4200490000;5396350000;7121440000;9883650000;11153000000;10608000000;9702000000;9159000000;9675000000;10020000000;11621000000;13642000000;15567000000;17420000000;20669000000;20771000000;22477000000;21161000000;25612000000;32340000000;34320000000;37748000000;43191333000;46769265903;51041252503;50556467658;52398774751;53886070006;61814101330;68565075708;73117722417;83821972778;83964883320;62703931400;60275336760;66171225600;
Isle of Man;IMY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Israel;ISR;496200000;580400000;635100000;673600000;839300000;837500000;832600000;773800000;1307300000;1652700000;2079400000;2363300000;2473200000;4240300000;5437200000;5997400000;5669300000;5787200000;7414700000;8576300000;9784000000;10235000000;9655000000;9574000000;9819000000;10173000000;10806000000;14348000000;15018000000;14347000000;16793000000;18848000000;20261000000;22623000000;25237000000;29578000000;31620000000;30781000000;29342000000;33166000000;37686000000;35449000000;35517000000;36302800000;42863700000;47141500000;50333600000;59038600000;67655800000;49278000000;61209000000;75990000000;
Italy;ITA;4733930000;5220800000;6068800000;7588800000;7254400000;7377600000;8590400000;9828800000;10284800000;12470400000;14974400000;15969300000;19318800000;27797800000;41089300000;38525500000;43904600000;48091600000;56495900000;77894600000;1.00741E+11;94261000000;87332000000;79808000000;85162000000;87692000000;99376000000;1.25661E+11;1.38551E+11;1.53011E+11;1.81968E+11;1.82679E+11;1.88451E+11;1.48095E+11;1.69166E+11;2.0599E+11;2.08263E+11;2.10132E+11;2.18465E+11;2.20637E+11;2.38757E+11;2.3622E+11;2.47015E+11;2.97519E+11;3.55301E+11;3.8479E+11;4.42555E+11;5.11662E+11;5.61919E+11;4.15105E+11;4.87049E+11;5.56873E+11;
Jamaica;JAM;217000000;211359000;222883000;225519000;289320000;289058000;327188000;348920000;384415000;435961000;525407000;552086000;637500000;676636000;935860000;1123550000;912764000;859804000;904490000;993311000;1095000000;1473000000;1381000000;1494000000;1146000000;1111000000;972000000;1238000000;1440000000;1852000000;1928000000;1823000000;1676000000;2132000000;2224000000;2818000000;2965000000;3132000000;3035000000;2899000000;3326000000;3360000000;3533000000;3638620000;3940000000;4739442000;5650427000;6893000000;8465405000;5064256000;5225227000;6300000000;
Japan;JPN;4491110000;5810280000;5636390000;6735830000;7937500000;8169440000;9522500000;11662800000;12987500000;15023100000;18881400000;19712100000;23862800000;38388900000;61948000000;57860300000;64894500000;71339500000;79922400000;1.09831E+11;1.41296E+11;1.42866E+11;1.31499E+11;1.26437E+11;1.36176E+11;1.30488E+11;1.27553E+11;1.51033E+11;1.87378E+11;2.09715E+11;2.35368E+11;2.36999E+11;2.33246E+11;2.41624E+11;2.75235E+11;3.35882E+11;3.49152E+11;3.38754E+11;2.80484E+11;3.09995E+11;3.79511E+11;3.49089E+11;3.37194E+11;3.8293E+11;4.54542E+11;5.15866E+11;5.79064E+11;6.22243E+11;7.62534E+11;5.51981E+11;6.94059E+11;8.54267E+11;
Jordan;JOR;120204000;117376000;127767000;142604000;149968000;156996000;190848000;154000000;158536000;189504000;184352000;214592000;273672000;330069000;487978000;732406000;1005940000;1381060000;1503780000;1963450000;2402000000;3165000000;3240000000;3036000000;2784000000;2733000000;2432000000;2710000000;2732000000;2126000000;2600000000;2508000000;3255000000;3539000000;3381000000;3697000000;4293000000;4102000000;3828000000;3717000000;4597000000;4871000000;5076000000;5743000000;8179466008;10497692000;11548272000;13681267000;16995147000;14236192000;15563557746;18301356479;
Kazakhstan;KAZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3561000000;3807000000;4241000000;4301000000;4314000000;3655000000;5040000000;6446000000;6584000000;8408700000;12781200000;17353000000;23677000000;32756000000;37889000000;28408680000;30437700000;38038700000;
Kenya;KEN;196100000;193100000;194600000;231980000;246260000;282100000;345940000;336560000;356034000;361340000;442260000;559860000;535080000;618599000;1025780000;945057000;969296000;1289210000;1710540000;1636470000;2125000000;1939000000;1644000000;1334000000;1469000000;1436000000;1613000000;1755000000;1975000000;2148000000;2223000000;1935000000;1841000000;1774000000;2091000000;2991000000;2949000000;3279000000;3197000000;2832000000;3105000000;3192000000;3244840000;3725300000;4552740000;5846168000;7232947000;8989262000;11127817000;10202001000;12092926000;14782456053;
