Country Name;Country Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
Cuba;CUB;618000000;625000000;521000000;544000000;714000000;686000000;593000000;705000000;651000000;671000000;1046000000;860000000;835000000;1410000000;2660000000;3677000000;3573000000;4000000000;4487000000;4827000000;5577000000;5406000000;5920000000;6432000000;6213000000;5983000000;6298000000;5401000000;5518000000;5353000000;5100000000;2800000000;1600000000;1000000000;1385000000;1600000000;2015000000;1812000000;1512000000;1496000000;1676000000;1661000000;1421000000;1688400000;2332100000;2318592231;3158656000;3980667000;3957447000;3092126580;4965655038;6700000000;
Curacao;CUW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;CYP;53849600;49784000;58231600;61325600;57537200;70806400;81866400;82011200;88701500;98167100;108454000;114888000;133742000;172946000;152202000;151838000;257856000;317664000;343772000;456392000;532000000;562000000;544000000;503000000;573000000;476000000;451000000;568000000;705000000;791000000;951000000;952000000;987000000;867000000;968000000;1229000000;1391000000;1250000000;1061000000;997000000;951000000;976000000;843000000;923000000;947584494.6;1464838121;1333138183;1394002987;1633323400;1257551680;1402192890;1797489600;
Czech Republic;CZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12170000000;14465000000;15940000000;21335000000;22165000000;22360000000;25855000000;26556049440;29093889517;33323867275;38491919841;48701510965;68986459388;78110304443;94928821911;1.22498E+11;1.46799E+11;1.12956E+11;1.32981E+11;1.62268E+11;
Denmark;DNK;1493670000;1537250000;1668850000;1907880000;2106950000;2319770000;2453400000;2538380000;2639870000;3018670000;3356130000;3680090000;4432210000;6248340000;7719010000;8712250000;9115160000;10065100000;11883400000;14696000000;16749000000;16095000000;15397000000;16053000000;15980000000;17089000000;21286000000;25675000000;28514000000;29570000000;36870000000;37824000000;41577000000;37754000000;42343000000;50906000000;51415000000;49273000000;49012582000;50295901798;51292453176;51704859052;57494821655;66512404453;77079452392;85120849802;92557942329;1.03171E+11;1.16923E+11;93983855680;97393080780;1.13318E+11;
Djibouti;DJI;21000000;22000000;25000000;22000000;24000000;24000000;26000000;5000000;4000000;3000000;11000000;10000000;11000000;20000000;18000000;16000000;16000000;19000000;18000000;11000000;13000000;9000000;13000000;11000000;13000000;14000000;20000000;28000000;23000000;25000000;25000000;17000000;16000000;12100000;12100000;13600000;29000000;31200000;28000000;27500000;31600000;32000000;35623000;37249000;37981000;39500000;55171000;58069000;68751000;77368000;85133439.49;95000000;
Dominica;DMA;3605570;4249570;4482910;4562820;5041740;5548650;5862490;6113260;6182500;7074000;5904500;6217620;7027610;8543200;10202900;11359100;11111900;11961100;15885200;9404070;10000000;19000000;24000000;27000000;26000000;28000000;43000000;48000000;54000000;45000000;55000000;54000000;53000000;48000000;47000000;45000000;51000000;53000000;63000000;54000000;53000000;44000000;43000000;40004000;41995000;41783000;41473000;36833000;39994000;33486000;34116000;32000000;
Dominican Republic;DOM;180370000;143140000;172430000;174240000;179380000;125500000;136720000;156200000;182990000;184100000;249090000;243020000;347600000;442100000;636830000;893800000;716370000;780370000;675530000;868600000;1217000000;1457000000;984000000;1083000000;1254000000;1228000000;1312000000;1498000000;1963000000;2241000000;2170000000;2449000000;2831000000;3211000000;3453000000;3780000000;4053000000;4614000000;4989000000;5137000000;5737000000;5276000000;5165000000;5471000000;5936000000;6145000000;6609754000;7160200000;6747500000;5482900000;6755300000;8600000000;
East Asia & Pacific (all income levels);EAS;15317054481;15010542656;15512656719;17273654835;19354719263;21802910327;24080265289;25009292014;28498261748;34171094420;39418729652;46966290517;58123040247;83071470493;1.17798E+11;1.17984E+11;1.44561E+11;1.70883E+11;2.05237E+11;2.43473E+11;3.09825E+11;3.43128E+11;3.29101E+11;3.43922E+11;3.9693E+11;4.01528E+11;4.55283E+11;5.44514E+11;6.5218E+11;7.05812E+11;7.6484E+11;8.57648E+11;9.48952E+11;1.03077E+12;1.18941E+12;1.40058E+12;1.41392E+12;1.49326E+12;1.39832E+12;1.49309E+12;1.77289E+12;1.60989E+12;1.73682E+12;2.05423E+12;2.54769E+12;2.92723E+12;3.41678E+12;3.95118E+12;4.48365E+12;3.68415E+12;4.7911E+12;5.61535E+12;
East Asia & Pacific (developing only);EAP;6249788847;5496409369;5191972334;5577826751;5961861925;6461994760;6679663636;6285597964;6468326579;7059063030;7394203287;8158666917;10084273707;16843749988;25667734663;24791110087;28331263396;33610097885;39295999527;53709587350;69165926693;72651426932;72632424205;73049484061;81828744061;77755159420;79646430855;97038927026;1.17112E+11;1.34608E+11;1.55934E+11;1.80144E+11;2.09675E+11;2.33022E+11;2.89191E+11;3.54784E+11;3.69482E+11;4.16383E+11;4.06899E+11;4.43909E+11;5.44009E+11;5.32529E+11;6.08417E+11;7.53958E+11;9.64674E+11;1.18907E+12;1.4679E+12;1.78875E+12;2.08431E+12;1.74833E+12;2.28194E+12;2.738E+12;
Ecuador;ECU;146013000;125812000;144431000;119957000;143552000;164101000;154616000;189650000;226290000;192960000;189900000;199100000;326300000;532000000;1123500000;973900000;1257500000;1436300000;1557500000;2104200000;2481000000;2451000000;2327000000;2348000000;2620000000;2905000000;2172000000;1928000000;2192000000;2354000000;2714000000;2852000000;3007000000;2904000000;3819000000;4307000000;5198600000;5264000000;4203000000;4451000000;4927000000;4678000000;5042000000;6222690000;7752890000;10100000000;12728000000;14321000000;18818325000;13863054000;17489922000;22345204280;
Egypt, Arab Rep.;EGY;567881000;485122000;400511000;521640000;539074000;605199000;605222000;566122000;621667000;745039000;761714000;789314000;825194000;1120710000;1516210000;1401950000;1521710000;1708390000;1737140000;1839760000;3046000000;3233000000;3120000000;3215000000;3140000000;3714000000;2934000000;4351000000;5706000000;5213000000;3477000000;3705000000;3063000000;3105000000;3476000000;3450000000;3539000000;3921000000;3130000000;3559000000;5275989139;4824509821;5545895677;7407765566;9661403853;12912020000;16728100000;19224000000;26223758000;23061600000;26437816000;30527700000;
El Salvador;SLV;116520000;119160000;136240000;153800000;178080000;188720000;188880000;207240000;212520000;201760000;229360000;228240000;273318000;352040000;462560000;531440000;743280000;972360000;848400000;1223160000;967000000;797000000;699000000;735000000;717000000;679000000;755000000;591000000;609000000;498000000;582000000;588000000;796000000;1032000000;1249000000;1652000000;1789000000;2416000000;2452000000;2510000000;2941000000;2864000000;2996000000;3128000000;3304610000;3418000000;3706000000;4014500000;4641100000;3866200000;4499400000;5308900000;
Equatorial Guinea;GNQ;34000000;23000000;25000000;28000000;33000000;27000000;30000000;36000000;36000000;38000000;24870000;28350000;19220000;19090000;33900000;26460000;9880000;14330000;17320000;28720000;14000000;11000000;12000000;13000000;15000000;17000000;35000000;42000000;49000000;40000000;64880000;85600000;57840000;74530000;66370000;127480000;231750000;497000000;439000000;709000000;1097000000;1735000000;2117000000;2801000000;4598843000;7064000000;8207000000;10210000000;15900000000;9100000000;9900000000;13500000000;
Eritrea;ERI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16400000;42000000;78000000;86000000;98000000;57000000;28000000;21000000;37000000;19000000;51821000;6619000;11310000;11320000;12270000;13220000;11000000;11000000;12000000;400000000;
Estonia;EST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1303000000;1840000000;2078000000;2936000000;3245000000;3017000000;3830000000;4015000000;4336000000;5622000000;5932476438;7715751697;9691936002;11009935795;12457823080;9047788640;11597091030;16760236800;
Ethiopia;ETH;77521600;75951800;80318900;89926600;105012000;115932000;111008000;101096000;106408000;119248000;122360000;126080000;167000000;238878000;268710000;240498000;280469000;332831000;306101000;417551000;425000000;380000000;399000000;403000000;417000000;333000000;455000000;355000000;429000000;465000000;298000000;189000000;169000000;199000000;372000000;422000000;417000000;587000000;561000000;467250000;486000000;455000000;480234000;496362000;678302000;903000000;1042963000;1277145000;1601835000;1618166000;2329793000;2614892000;
Euro area;EMU;34716286140;37608253313;39802914639;43590005045;49452684979;55455120849;60981004287;65223319388;74148496704;87279266478;1.02454E+11;1.16721E+11;1.4388E+11;1.99317E+11;2.62844E+11;2.79669E+11;3.11843E+11;3.59055E+11;4.33063E+11;5.43491E+11;6.0629E+11;5.59729E+11;5.40483E+11;5.28049E+11;5.43047E+11;5.69553E+11;7.18113E+11;8.63234E+11;9.58589E+11;1.02744E+12;1.25033E+12;1.23578E+12;1.31919E+12;1.24081E+12;1.41326E+12;1.74404E+12;1.7903E+12;1.76007E+12;1.86001E+12;1.85491E+12;1.92024E+12;1.94809E+12;2.07845E+12;2.49562E+12;2.96821E+12;3.17817E+12;3.55352E+12;4.19347E+12;4.63144E+12;3.6043E+12;4.00628E+12;4.66127E+12;
Europe & Central Asia (all income levels);ECS;59601960626;64185153520;67804257013;74050156863;82948474727;92053346378;1.00254E+11;1.06009E+11;1.18409E+11;1.37896E+11;1.59452E+11;1.80411E+11;2.18589E+11;2.9867E+11;3.89792E+11;4.22309E+11;4.64563E+11;5.3388E+11;6.43849E+11;8.02806E+11;9.17325E+11;8.51476E+11;8.19451E+11;8.03112E+11;8.27491E+11;8.69107E+11;1.05469E+12;1.26543E+12;1.40289E+12;1.48914E+12;1.77984E+12;1.75835E+12;1.86459E+12;1.75673E+12;2.00661E+12;2.45577E+12;2.5526E+12;2.54514E+12;2.62723E+12;2.62848E+12;2.77947E+12;2.80024E+12;2.99255E+12;3.58133E+12;4.31622E+12;4.74056E+12;5.40625E+12;6.31983E+12;7.17351E+12;5.46717E+12;6.22291E+12;7.38802E+12;
Europe & Central Asia (developing only);ECA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.25854E+11;1.56182E+11;1.69793E+11;1.75533E+11;1.57205E+11;1.5572E+11;2.01167E+11;2.05406E+11;2.2362E+11;2.86062E+11;3.87383E+11;4.88481E+11;6.03682E+11;7.37454E+11;9.71658E+11;6.56363E+11;8.30757E+11;1.08968E+12;
European Union;EUU;53475911855;57596522104;60785772318;66423894525;74362047217;82469015303;89797220220;94876200070;1.06002E+11;1.23573E+11;1.43221E+11;1.62276E+11;1.96474E+11;2.67887E+11;3.5026E+11;3.79359E+11;4.16275E+11;4.78556E+11;5.74377E+11;7.19725E+11;8.19587E+11;7.58125E+11;7.28477E+11;7.12841E+11;7.33478E+11;7.69387E+11;9.37778E+11;1.1234E+12;1.2464E+12;1.32307E+12;1.57855E+12;1.56008E+12;1.65503E+12;1.55843E+12;1.78351E+12;2.1876E+12;2.26521E+12;2.25869E+12;2.36294E+12;2.35844E+12;2.45407E+12;2.47101E+12;2.63915E+12;3.15068E+12;3.76245E+12;4.06561E+12;4.59131E+12;5.34705E+12;5.92291E+12;4.59546E+12;5.15661E+12;6.0285E+12;
Faeroe Islands;FRO;;;;;;;;;;;;;;;;;;;;;178000000;169000000;150000000;170000000;159000000;179000000;249000000;345000000;348000000;346000000;418000000;435000000;439000000;327000000;326000000;362000000;416000000;388000000;437000000;468000000;474000000;514000000;536000000;594000000;616000000;599000000;651000000;746230000;852091000;761744000;828592000;1020000000;
Fiji;FJI;46036000;39898700;47922800;62911600;73428000;62286100;57475600;62548600;67742000;72239900;86541200;87321500;95148000;122072000;189582000;202500000;172063000;223900000;251359000;313820000;470000000;400000000;377000000;306000000;332000000;307000000;336000000;380000000;431000000;494000000;497000000;450000000;443000000;450000000;572000000;619000000;748000000;621649000;512000000;609000000;585000000;537000000;515000000;668000000;693000000;701000000;694179000;754737000;921911000;628675000;846624000;860000000;
Finland;FIN;988750000;1054370000;1103750000;1149370000;1290940000;1426560000;1505310000;1512730000;1635490000;1986680000;2306450000;2366530000;2913340000;3837490000;5489700000;5502240000;6341800000;7664810000;8570120000;11172400000;14150000000;14005000000;13088000000;12518000000;13472000000;13617000000;16356000000;20037000000;21748000000;23298000000;26571000000;23080000000;23981000000;23495000000;29703000000;40490000000;41124000000;41471000000;43752090000;42243480089;46102493492;43237036811;45145165101;53171107082;61520303783;65497616477;77205879731;90024877570;96455652320;62854569800;69517719450;78734443200;
France;FRA;6866430000;7224340000;7411090000;8203870000;9105620000;10176100000;10982400000;11546800000;12902600000;15194400000;18098600000;20810600000;26448800000;36668700000;46259300000;53099700000;56874100000;65129700000;79370700000;1.00692E+11;1.1603E+11;1.06424E+11;96694000000;94943000000;97566000000;1.01674E+11;1.24948E+11;1.48382E+11;1.67787E+11;1.79397E+11;2.16588E+11;2.171E+11;2.35871E+11;2.21619E+11;2.50571E+11;3.01162E+11;3.05509E+11;3.02144E+11;3.20631E+11;3.25526E+11;3.27611E+11;3.23379E+11;3.31719E+11;3.92039E+11;4.52106E+11;4.63428E+11;4.95868E+11;5.59612E+11;6.1624E+11;4.84781E+11;5.2346E+11;5.97058E+11;
French Polynesia;PYF;;;;;;;;;;;;;;;;;;;;;30000000;29000000;28000000;35000000;32000000;40000000;41000000;83000000;75000000;89000000;111000000;128000000;106000000;147000000;221000000;193000000;253000000;224000000;247000000;253000000;221000000;195000000;183000000;156000000;199000000;217055000;235271000;196520000;195493000;148271000;153191000;168035864.6;
Gabon;GAB;47356100;54688400;58901500;73189300;94959300;104941000;100797000;120233000;124783000;141801000;143578000;178605000;228351000;330511000;767551000;942584000;1134740000;1343040000;1107210000;1848360000;2173000000;2201000000;2161000000;2000000000;2011000000;1951000000;1271000000;1286000000;1196000000;1598000000;2204000000;2243000000;2082000000;2295000000;2350000000;2713000000;3184000000;3024000000;1916000000;2394000000;2598135330;2523890271;2409295425;3062095664;3727628080;5065009000;5450000000;6309000000;9565944000;5355978000;8685979412;12500000000;
Gambia, The;GMB;7789620;9447220;9990420;8668820;9234980;13675200;15904000;17838400;12892800;16488000;16857600;13397100;19213100;24916100;42962300;44242000;34697700;47471500;39213700;58162000;31000000;27000000;44000000;48000000;49000000;43000000;35000000;40000000;58000000;27000000;31000000;38000000;57000000;67000000;35000000;16000000;21000000;15000000;21000000;12000000;15000000;10000000;12000000;8000000;10002000;8000000;11464000;12518000;13670000;66026000;34985000;40000000;
Georgia;GEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155000000;151000000;199000000;240000000;191000000;238000000;323000000;318000000;346000000;461000000;646903000;865000000;936172000;1232100000;1495300000;1133600000;1574084466;2189135830;
Germany;DEU;11415500000;12650600000;13244000000;14577500000;16229700000;17912500000;20157000000;21761200000;24888000000;28851600000;34228400000;38844600000;46736500000;67563300000;89368400000;90175600000;1.02162E+11;1.18072E+11;1.42453E+11;1.71804E+11;1.9286E+11;1.76047E+11;1.76424E+11;1.69417E+11;1.71735E+11;1.83933E+11;2.43326E+11;2.94369E+11;3.23323E+11;3.41231E+11;4.211E+11;4.02843E+11;4.30042E+11;3.80096E+11;4.26935E+11;5.23461E+11;5.24649E+11;5.12891E+11;5.43752E+11;5.43539E+11;5.5181E+11;5.71645E+11;6.15831E+11;7.5156E+11;9.09887E+11;9.70914E+11;1.10811E+12;1.32121E+12;1.44617E+12;1.12004E+12;1.25892E+12;1.47389E+12;
Ghana;GHA;324798000;322278000;322138000;305338000;320738000;318000000;268000000;302693000;332023000;326731000;457953000;491544000;441431000;656503000;737913000;816000000;832348000;1014090000;1093210000;995236000;1258000000;1065000000;874000000;1158000000;528000000;617000000;863000000;977000000;1009000000;1018000000;897000000;617000000;1252000000;974000000;1425000000;1724000000;1669000000;1635000000;1795000000;1720000000;1671000000;1716000000;1850000000;2324296000;2450000000;2802207028;3726680000;4194720000;5269726000;5839710000;7960090000;13000000000;
Greece;GRC;203200000;223333000;250100000;290100000;308533000;327767000;406000000;495200000;467733000;553633000;642533000;662467000;870431000;1456140000;2029700000;2294320000;2561110000;2756290000;3367570000;3884880000;5153000000;4246000000;4298000000;4413000000;4816000000;4539000000;5648000000;6533000000;5429000000;7545000000;8105000000;8666000000;9510000000;8442000000;9404000000;11054000000;11711000000;11326000000;10867336000;11069518084;11750572283;11351876488;10414135498;13381922236;15307872304;17278409306;20749165192;23578074584;26381886680;20469247920;21674929860;30856881600;
Greenland;GRL;;;;;;;;;;;;;;;;;;;;;186000000;186000000;172000000;181000000;169000000;174000000;260000000;346000000;391000000;418000000;452000000;341000000;333000000;313000000;285000000;371000000;369000000;293000000;255000000;277000000;273000000;268000000;303000000;347000000;381402000;402400000;396000000;431000000;487480196.3;360049945.9;380073698;480000000;
Grenada;GRD;4178410;3459160;3539070;4582070;4212240;6342570;5947650;4897410;4921500;7998500;6038000;5158990;5482700;7382920;9502540;12405300;12962600;14353300;16883000;21407000;17000000;19000000;19000000;19000000;18000000;23000000;31000000;32000000;33000000;28000000;27000000;23000000;20000000;20000000;23000000;22000000;20000000;23000000;35000000;36000000;48000000;43000000;38261456;41670000;31574000;27645000;25371000;33411000;30538000;28922000;24079000;26000000;
Guam;GUM;;;;;;;;;;;;;;;;;;;;;61000000;77000000;60000000;39000000;92000000;13000000;22000000;32000000;45000000;63000000;82000000;72557000;77468000;106092000;85415000;84987000;73167000;88700000;86000000;76000000;74000000;60818519;49724081;43230615;52820553;51871000;52963000;91354000;104857869;51277600;45603658;55000000;
Guatemala;GTM;112520000;110170000;109300000;151510000;164550000;185800000;226120000;197930000;227250000;255410000;290180000;283240000;327480000;436150000;572130000;623500000;760360000;1160220000;1089460000;1241400000;1520000000;1226000000;1120000000;1159000000;1129000000;1057000000;1044000000;987000000;1022000000;1108000000;1163000000;1202000000;1295000000;1340000000;1521000000;2155000000;2031000000;2344000000;2582000000;2398000000;2696000000;2466000000;4162100000;4459400000;5036400000;5380931000;6025163000;6897700000;7737400000;7213700000;8462600000;10463000000;
Guinea;GIN;51000000;58000000;48000000;55000000;43000000;54000000;58000000;51000000;53000000;57000000;56000000;50000000;60000000;60000000;112000000;161000000;237000000;314000000;;;401000000;430000000;459000000;488000000;517000000;492000000;530000000;544000000;511000000;595000000;671000000;687100000;517200000;561100000;515700000;702000000;709000000;685000000;693000000;635700000;666000000;731000000;709000000;609000000;744230000;852690000;1033000000;1203000000;1342010000;1049720000;1471170000;1750000000;
Guinea-Bissau;GNB;4379000;8630610;7718610;6803130;6363480;4301570;3452870;3742610;3590260;4320350;3701570;2390500;3031410;3832320;3871980;7071540;6182130;12708700;12062000;13411600;11000000;14000000;12000000;9000000;17000000;12000000;10000000;17000000;16000000;14000000;19000000;20000000;6000000;28000000;33000000;24000000;28000000;48000000;27000000;51000000;62000000;63000000;54000000;65000000;76000000;89484000;74000000;107036000;128181000;121562265.7;120000000;230000000;
Guyana;GUY;74077300;86479000;95462300;101937000;94978100;97177300;108716000;112959000;114500000;126450000;135965000;150505000;146722000;136225000;269845000;365459000;278941000;259294000;295608000;292706000;396000000;352000000;256000000;189000000;210000000;206000000;214000000;242000000;230000000;227000000;257000000;248000000;292000000;414000000;456000000;455000000;546000000;596000000;484000000;523000000;498000000;478000000;487000000;513000000;593051000;553110000;587954000;678571000;794536000;762614000;879766000;1130000000;
Haiti;HTI;33140000;31940000;42520000;41160000;40340000;36740000;35500000;33660000;35620000;37220000;40360000;47320000;43999800;52720000;71539900;79760000;124340000;148560000;155340000;185380000;226000000;152000000;178000000;166000000;179000000;168000000;184000000;214000000;179000000;144000000;160000000;166000000;73000000;80000000;82000000;110000000;90000000;212000000;320000000;334000000;318000000;274000000;280000000;346550000;391290000;470150000;508710000;521750000;479730000;576280000;579060000;760000000;
Heavily indebted poor countries (HIPC);HPC;2960083039;2830778366;2994438759;3409829785;3716886922;3857369626;4289154485;4371585655;4967293262;5540312923;6038756664;6245834744;6404142125;8433339432;11116159322;9951870399;11876304588;14023939932;14058029354;17113250990;20237388554;17681923813;16513395037;15979958127;16737841132;16260767368;16809301548;17190759263;17520886256;19258078907;20398323650;17870393713;17905680084;18038000337;19243650316;23916221283;25408064659;26106032681;26191544332;25580135857;27552043176;27904833676;30692269702;35868123299;45906490575;54257097668;66244229536;75840135972;94678642049;80383753280;1.01916E+11;1.22962E+11;
High income;HIC;93265496251;98694650655;1.03843E+11;1.13512E+11;1.28226E+11;1.40117E+11;1.54692E+11;1.63082E+11;1.83685E+11;2.11793E+11;2.45544E+11;2.77121E+11;3.31799E+11;4.57946E+11;6.48912E+11;6.82516E+11;7.72079E+11;8.72885E+11;1.02886E+12;1.2909E+12;1.55857E+12;1.55126E+12;1.42831E+12;1.38438E+12;1.47438E+12;1.50485E+12;1.71882E+12;2.02848E+12;2.33236E+12;2.5158E+12;2.90274E+12;2.97836E+12;3.18344E+12;3.16378E+12;3.57216E+12;4.25087E+12;4.40863E+12;4.51076E+12;4.48125E+12;4.60584E+12;5.08206E+12;4.85922E+12;5.04922E+12;5.84923E+12;6.98343E+12;7.71495E+12;8.72275E+12;9.95488E+12;1.12031E+13;8.70498E+12;1.02842E+13;1.2099E+13;
High income: nonOECD;NOC;4801378544;4905975336;5265412828;5725839741;6052772837;6608286394;7494105138;7611768861;8640922156;9975943122;11984173879;16095731448;19851032977;31773993998;80841527255;74275477342;94837930996;1.05074E+11;1.09894E+11;1.62128E+11;2.40912E+11;2.54274E+11;1.99383E+11;1.67124E+11;1.72993E+11;1.60686E+11;1.52542E+11;1.93811E+11;2.26877E+11;2.64292E+11;3.0545E+11;3.35282E+11;3.74677E+11;3.99502E+11;4.4991E+11;5.27375E+11;5.70465E+11;5.8678E+11;5.1071E+11;5.49945E+11;6.91262E+11;6.21692E+11;6.53259E+11;7.79626E+11;9.66344E+11;1.16031E+12;1.35091E+12;1.50645E+12;1.78613E+12;1.35942E+12;1.71272E+12;2.16471E+12;
High income: OECD;OEC;88434214911;93756115170;98544221172;1.07749E+11;1.22129E+11;1.33459E+11;1.47145E+11;1.55413E+11;1.7498E+11;2.01743E+11;2.33475E+11;2.6094E+11;3.11849E+11;4.26053E+11;5.68042E+11;6.08169E+11;6.77202E+11;7.67759E+11;9.18846E+11;1.12872E+12;1.31777E+12;1.29713E+12;1.22899E+12;1.21727E+12;1.30139E+12;1.34414E+12;1.5662E+12;1.83459E+12;2.10541E+12;2.25146E+12;2.59723E+12;2.64305E+12;2.80877E+12;2.76424E+12;3.1222E+12;3.72346E+12;3.83808E+12;3.92388E+12;3.97059E+12;4.05589E+12;4.3908E+12;4.23753E+12;4.39595E+12;5.0696E+12;6.01708E+12;6.55465E+12;7.37185E+12;8.44844E+12;9.41701E+12;7.34557E+12;8.58744E+12;9.97551E+12;
Honduras;HND;63000000;72950000;81450000;83300000;94550000;127215000;142860000;155225000;181435000;168300000;179105000;188980000;204544000;258740000;289130000;295000000;400080000;513465000;607560000;733550000;830000000;761000000;660000000;672000000;725000000;780000000;854000000;791000000;842000000;859000000;933798199;949155597;1031114620;1173203533;1377889833;1768708460;2007301434;2439551047;2928813020;2776730889;3343395270;3422675948;3744884972;3754026265;4533851390;5048006000;5276563000;5783590000;6198517000;4824650000;5741924000;6790000000;
Hong Kong SAR, China;HKG;688798000;687923000;768073000;873423000;1012200000;1142750000;1323520000;1526930000;1744050000;2177180000;2514600000;2874700000;3436260000;5071340000;5967560000;6026460000;8484470000;9616480000;11452600000;15139800000;20323000000;21775000000;21343000000;22454000000;28337000000;30077000000;36081000000;48712000000;63493000000;73336000000;82390000000;98659000000;1.19586E+11;1.35385E+11;1.51465E+11;1.73871E+11;1.80914E+11;1.88195E+11;1.74864E+11;1.74403E+11;2.02683E+11;1.91066E+11;2.01928E+11;2.28708E+11;2.65543E+11;2.92119E+11;3.22669E+11;3.49386E+11;3.70242E+11;3.29422E+11;4.00692E+11;4.55663E+11;
Hungary;HUN;874000000;1029000000;1100000000;1206000000;1352000000;1510000000;1594000000;1702000000;1790000000;2084000000;2317000000;2500000000;3292000000;4433000000;5130000000;6091000000;4934000000;5832000000;6408190000;7929900000;8610000000;8730000000;8860000000;8770000000;8620000000;8470000000;9170000000;9580000000;10000000000;9670000000;10000000000;10185000000;10705000000;8905000000;10700000000;12865000000;15705000000;19100000000;23005000000;25032190119;28192453553;30435538790;34517319313;43094215618;55566719243;62936382080;75255380593;95399820911;1.08504E+11;83008035000;95482614510;1.11917E+11;
Iceland;ISL;73108600;76478400;84418600;93953500;111163000;129302000;140465000;96922700;80133500;107614000;146591000;149773000;189259000;290474000;330594000;305636000;400885000;512034000;640796000;781824000;918000000;894000000;685000000;740000000;739000000;815000000;1099000000;1375000000;1424000000;1381000000;1592000000;1550000000;1528000000;1399000000;1623000000;1802000000;1897000000;1851000000;1931000000;2004000000;1901000000;2019000000;2229354000;2381000000;2839496000;3091000000;3453000000;4782895000;5382466000;4056566000;4604360000;5336701992;
India;IND;1331610000;1386210000;1403220000;1625610000;1704780000;1686720000;1953790000;1612930000;1761200000;1835070000;2026400000;2036460000;2447940000;2917170000;3926400000;4355120000;5548790000;6378200000;6670740000;7806030000;8586000000;8295000000;9358000000;9148000000;9916000000;9140000000;9399000000;11298000000;13325000000;15846000000;17969000000;17727000000;19628000000;21572000000;25022000000;30630000000;33105000000;35008000000;33437000000;35667000000;42379000000;43361000000;49250000000;58962900000;76648600000;99616000000;1.21808E+11;1.50159E+11;1.94828E+11;1.64907E+11;2.1967E+11;2.96556E+11;
Indonesia;IDN;841000000;784000000;682000000;696000000;724000000;708000000;679000000;665000000;731000000;854000000;1108000000;1234000000;1777000000;3211000000;7426000000;7102000000;8547000000;10853000000;11643000000;15591000000;21909000000;22260000000;22293000000;21152000000;21902000000;18590000000;16075000000;17135000000;19465000000;22160000000;25675000000;29142000000;33967000000;36823000000;40055000000;45417000000;49814000000;56298000000;50370000000;51243000000;65403000000;57361000000;59166000000;64108000000;70766610000;86996064000;1.03527E+11;1.18013E+11;1.39606E+11;1.19646E+11;1.58074E+11;2.01472E+11;
Iran, Islamic Rep.;IRN;636300000;756283000;822389000;918931000;1252120000;1304780000;1310030000;1929070000;1881390000;2100030000;2402800000;3823710000;1799040000;2669120000;8401500000;7963060000;8934980000;9215710000;8560470000;8310070000;12338000000;11831000000;20452000000;21507000000;17087000000;14175000000;7171000000;11916000000;10709000000;13081000000;19305000000;18661000000;19868000000;18080000000;19434000000;18360000000;22391000000;18381000000;13118000000;17128000000;28739000000;25689000000;24440000000;33750000000;41697000000;56252000000;77012000000;88733000000;1.13668E+11;78830000000;1.00524E+11;1.31E+11;
Iraq;IRQ;467000000;521000000;554000000;626000000;676000000;711000000;763000000;668000000;820000000;823000000;847000000;1139000000;1108000000;1955000000;6601000000;8297000000;9272000000;9649000000;11061000000;21431000000;26278000000;10530000000;10250000000;9785000000;10938000000;12224000000;9007000000;11610000000;11280000000;15240000000;12380000000;370000000;560000000;550000000;510000000;496000000;731000000;4600000000;5500000000;12800000000;20603000000;12872000000;12219000000;9711000000;17810000000;23697000000;29360880000;41267900000;61273300000;41928641000;52482600000;83300000000;
Ireland;IRL;426720000;505400000;488320000;548520000;548800000;618240000;684040000;789826000;797999000;891359000;1120080000;1312410000;1606600000;2130610000;2658030000;3192430000;3314750000;4404060000;5690810000;7142960000;8398000000;7678000000;8063000000;8592000000;9642000000;10358000000;12658000000;15999000000;18723000000;20667000000;23743000000;24224000000;28331000000;28992000000;33996000000;44705000000;48339000000;53348000000;64329759000;71239358431;77413186431;82835038689;88265438673;92755372072;1.04788E+11;1.09657E+11;1.08726E+11;1.21543E+11;1.2572E+11;1.15928E+11;1.16497E+11;1.26957E+11;
Isle of Man;IMY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
